language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name,family_name_reconciled,coding_dh_date_added,coding_dh_date_last_seen,project_language_code,wikimedia_code,bcp47_tag,bcp47_source,bcp47_note,bcp47_is_project_code,service_code_candidates,google_nmt_code,google_nmt_supported,google_translation_llm_code,google_translation_llm_supported,family_name_reconciled_pre_review,family_name_reconciled_reviewed,family_review_source,family_review_notes,family_name_analysis,family_name_analysis_source
grb,Grebo,,,grb,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Niger-Kordofanian languages,2026-04-22,2026-06-15,grb,,grb,iso639_2_t,,True,grb,,False,,False,Niger-Kordofanian languages,Kru,family_reconciliation_reviewed:json_fallback_language,,Kru,family_analysis_mapping_reviewed.csv
grc,Ancient Greek,,,grc,,Grek,Grek,Grek,Grek,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,grk,ine,Indo-European languages,Greek languages,Indo-European languages,2026-04-22,2026-06-15,grc,,grc,iso639_2_t,,True,grc,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
grr,Taznatit,,,,,Arab|Tfng,Arab|Tfng,Arab,Arab,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages,Afro-Asiatic languages,2026-05-15,2026-06-15,grr,,grr,language_code,,True,grr,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
grt,Garo,,,,,Beng,Beng,Beng,Beng,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,grt,,grt,language_code,,True,grt,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
gsw,Swiss German,,,gsw,,Latn,Latn,Latn,Latn,ltr,,True,True,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,gsw,,gsw,iso639_2_t,,True,gsw,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gu,Gujarati,ગુજરાતી,gu,guj,,Gujr,Gujr,Gujr,Gujr,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,gu,gu,gu,iso639_1,,True,gu|guj,gu,True,gu,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gub,Guajajára,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages,South American Indian languages,2026-04-22,2026-06-15,gub,,gub,language_code,,True,gub,,False,,False,South American Indian languages,Tupian,family_reconciliation_reviewed:json_fallback_language,,Tupian,family_analysis_mapping_reviewed.csv
guc,Wayuu,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sai,sai,South American Indian languages,South American Indian languages,Arawakan,2026-04-22,2026-06-15,guc,,guc,language_code,,True,guc,,False,,False,Arawakan,Arawakan,family_reconciliation_reviewed:iso_glottolog_pair,,Arawakan,family_analysis_mapping_reviewed.csv
gur,Frafra,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,gur,,gur,language_code,,True,gur,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
guz,Gusii,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,guz,,guz,language_code,,True,guz,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
gv,Manx,Gaelg,gv,glv,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cel,ine,Indo-European languages,Celtic languages,Indo-European languages,2026-04-22,2026-06-15,gv,gv,gv,iso639_1,,True,gv|glv,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
gvr,Gurung,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,gvr,,gvr,language_code,,True,ggn|gvr,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
gwi,Gwichʼin,,,gwi,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Athabaskan-Eyak-Tlingit,2026-04-22,2026-06-15,gwi,,gwi,iso639_2_t,,True,gwi,,False,,False,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,family_reconciliation_reviewed:iso_glottolog_pair,,Athabaskan-Eyak-Tlingit,family_analysis_mapping_reviewed.csv
ha,Hausa,هَوُسَ,ha,hau,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,rtl,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,cdc,afa,Afro-Asiatic languages,Chadic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,ha,ha,ha,iso639_1,,True,hau|ha,ha,True,ha,True,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
hai,Haida,,,hai,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,,,Language isolate,Language isolate,Language isolate,2026-04-22,2026-06-15,hai,,hai,iso639_2_t,,True,hai,,False,,False,Language isolate,Language isolate,pre_review_reconciled,,Language isolate,family_analysis_mapping_reviewed.csv
hak,Hakka Chinese,客家語/Hak-kâ-ngî,,,,Hans|Hant,Hans|Hant,Hans,Hans,ltr,ltr,True,True,2,False,False,True,False,cldr|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,hak,hak,hak,language_code,,True,i-hak|zh-hakka|hak,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
haw,Hawaiian,Hawai`i,,haw,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,haw,haw,haw,iso639_2_t,,True,haw,haw,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
hax,Southern Haida,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,isolate,isolate,Language isolate,Language isolate,Language isolate,2026-04-22,2026-06-15,hax,,hax,language_code,,True,hax,,False,,False,Language isolate,Language isolate,family_reconciliation_reviewed:iso_glottolog_pair,,Language isolate,family_analysis_mapping_reviewed.csv
haz,Hazaragi,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,haz,,haz,language_code,,True,haz,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hdn,Northern Haida,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,isolate,isolate,Language isolate,Language isolate,Language isolate,2026-04-22,2026-06-15,hdn,,hdn,language_code,,True,hdn,,False,,False,Language isolate,Language isolate,family_reconciliation_reviewed:iso_glottolog_pair,,Language isolate,family_analysis_mapping_reviewed.csv
he,Hebrew,עברית,he,heb,,Hebr,Hebr,Hebr,Hebr,rtl,rtl,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,he,he,he,iso639_1,,True,heb|he|iw,he,True,he,True,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
hi,Hindi,हिन्दी,hi,hin,,Deva|Latn|Mahj,Deva|Latn|Mahj,Deva,Deva,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,hi,hi,hi,iso639_1,,True,hin|hi,hi,True,hi,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hif,Fiji Hindi,,,,,Deva|Latn,Deva|Latn,Deva,Deva,ltr,,True,True,2,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,hif,,hif,language_code,,True,hif,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hil,Hiligaynon,,,hil,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,hil,,hil,iso639_2_t,,True,hil,hil,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
hit,Hittite,,,hit,,Xsux,Xsux,Xsux,Xsux,ltr,,False,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ine,ine,Indo-European languages,Indo-European languages,Indo-European languages,2026-04-22,2026-06-15,hit,,hit,iso639_2_t,,True,hit,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hmd,Large Flowery Miao,,,,,Plrd,Plrd,Plrd,Plrd,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages,Hmong-Mien languages,2026-04-22,2026-06-15,hmd,,hmd,language_code,,True,hmd,,False,,False,Hmong-Mien languages,Hmong-Mien languages,pre_review_reconciled,,Hmong-Mien languages,family_analysis_mapping_reviewed.csv
hmn,Hmong,,,hmn,,Latn|Hmng,Latn|Hmng,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages,Hmong-Mien languages,2026-04-22,2026-06-15,hmn,,hmn,iso639_2_t,,True,hmn,hmn,True,,False,Hmong-Mien languages,Hmong-Mien languages,pre_review_reconciled,,Hmong-Mien languages,family_analysis_mapping_reviewed.csv
hnd,Southern Hindko,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,hnd,,hnd,language_code,,True,hnd,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hne,Chhattisgarhi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,hne,,hne,language_code,,True,hne,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hnj,Hmong Njua,,,,,Laoo,Laoo,Laoo,Laoo,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages,Hmong-Mien languages,2026-04-22,2026-06-15,hnj,,hnj,language_code,,True,hnj,,False,,False,Hmong-Mien languages,Hmong-Mien languages,pre_review_reconciled,,Hmong-Mien languages,family_analysis_mapping_reviewed.csv
hnn,Hanunoo,,,,,Latn|Hano,Latn|Hano,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,hnn,,hnn,language_code,,True,hnn,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
hno,Northern Hindko,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,hno,,hno,language_code,,True,hno,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
ho,Hiri Motu,Hiri Motu,ho,hmo,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,2026-04-22,2026-06-15,ho,ho,ho,iso639_1,,True,ho|hmo,,False,,False,Creoles and pidgins,Creoles and pidgins,family_reconciliation_reviewed:iso_glottolog_pair,,Creoles and pidgins,family_analysis_mapping_reviewed.csv
hoc,Ho,,,,,Deva|Wara,Deva|Wara,Deva,Deva,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,2026-04-22,2026-06-15,hoc,,hoc,language_code,,True,hoc,,False,,False,Austro-Asiatic languages,Austro-Asiatic languages,family_reconciliation_reviewed:iso_glottolog_pair,,Austro-Asiatic languages,family_analysis_mapping_reviewed.csv
hoj,Hadothi,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,hoj,,hoj,language_code,,True,hoj,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hop,Hopi,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Uto-Aztecan,2026-04-22,2026-06-15,hop,,hop,language_code,,True,hop,,False,,False,Uto-Aztecan,Uto-Aztecan,family_reconciliation_reviewed:iso_glottolog_pair,,Uto-Aztecan,family_analysis_mapping_reviewed.csv
hr,Croatian,Hrvatski,hr,hrv,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages,Indo-European languages,2026-04-22,2026-06-15,hr,hr,hr,iso639_1,,True,scr|hr|hrv,hr,True,hr,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hsb,Upper Sorbian,,,hsb,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-04-22,2026-06-15,hsb,,hsb,iso639_2_t,,True,hsb,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hsn,Xiang Chinese,,,,,Hans,Hans,Hans,Hans,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,hsn,,hsn,language_code,,True,zh-xiang|hsn,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
ht,Haitian Creole,Krèyol ayisyen,ht,hat,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,ht,ht,ht,iso639_1,,True,ht|hat,ht,True,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
hu,Hungarian,Magyar,hu,hun,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,hu,hu,hu,iso639_1,,True,hun|hu,hu,True,hu,True,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
hup,Hupa,,,hup,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Athabaskan-Eyak-Tlingit,2026-04-22,2026-06-15,hup,,hup,iso639_2_t,,True,hup,,False,,False,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,family_reconciliation_reviewed:iso_glottolog_pair,,Athabaskan-Eyak-Tlingit,family_analysis_mapping_reviewed.csv
hur,Halkomelem,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Salishan,2026-04-22,2026-06-15,hur,,hur,language_code,,True,hur,,False,,False,Salishan,Salishan,family_reconciliation_reviewed:iso_glottolog_pair,,Salishan,family_analysis_mapping_reviewed.csv
hy,Armenian,Հայերեն,hy,hye,arm,Armn,Armn,Armn,Armn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,hyx,hyx,Armenian languages,Armenian languages,Armenian languages,2026-04-22,2026-06-15,hy,hy,hy,iso639_1,,True,hye|arm|hy,hy,True,hy,True,Armenian languages,Armenian languages,family_reconciliation_reviewed:iso_glottolog_pair,,Armenian languages,family_analysis_mapping_reviewed.csv
hz,Herero,Otsiherero,hz,her,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,hz,hz,hz,iso639_1,,True,her|hz,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
ia,Interlingua,Interlingua,ia,ina,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages,Artificial languages,2026-04-22,2026-06-15,ia,ia,ia,iso639_1,,True,ina|ia,,False,,False,Artificial languages,Artificial languages,pre_review_reconciled,,Artificial languages,family_analysis_mapping_reviewed.csv
iba,Iban,,,iba,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,iba,,iba,iso639_2_t,,True,iba|blg,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
ibb,Ibibio,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,ibb,,ibb,language_code,,True,ibb,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
id,Indonesian,Bahasa Indonesia,id,ind,,Latn|Arab,Latn|Arab,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,id,id,id,iso639_1,,True,ind|id|in,id,True,id,True,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
ie,Interlingue,Interlingue,ie,ile,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,art,art,Artificial languages,Artificial languages,Artificial languages,2026-04-22,2026-06-15,ie,ie,ie,iso639_1,,True,ile|ie,,False,,False,Artificial languages,Artificial languages,pre_review_reconciled,,Artificial languages,family_analysis_mapping_reviewed.csv
ife,Ifè,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,ife,,ife,language_code,,True,ife,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
