search_term,natural_language,counts,directionality,search_term_source,category,keep_term
ഡിജിറ്റൽ മാനവികശാസ്ത്രം,ml,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ഡിജിറ്റൽ മാനുഷികത,ml,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ഡിജിറ്റൽ മാനവികത,ml,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
डिजिटल मैनसिप्लेशियों,ml,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
رقمي علوم إنسانية,mls,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
دِجِتَل هِيُومَنِتِيز,mls,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bilma'a al-adab al-dijital,mls,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal ŋumanities,mls,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
harambee ya diguitali na insani,mls,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
дижитал хүмүүнлэгийн ухаан,mn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дижитал хүмүүнлэг,mn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитал хүмүүснэгт,mn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитални гуманитарски науки,mk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитал умтлалын зохиоллуу,mn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᡩᡳᠵᡳᠶᠠᡳ ᡥᡠᠮᠪᡳᠨ,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
bithe tacikū hergen i ubaliyambure kooli,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
bit-i tacin-i gisun,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᡩᡳᡤᡳᡨᠠᠯ ᠨᡳᠶᠠᠯᠮᠠ ᡳ ᠪᠠᡵᡤᡳᠶᠠᠨ,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᠪᡳᠶᠣᠰᡳ ᡥᡝᠯᡝᠮᡝᠨ ᡩᡝᠵᡝ,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᡠᠡᠴᡠᠨ_ᡳᠯᡠ᠉ᡠᠨ_ᡠᠡᠰᡠᡳ,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitalsciensunxumanistisun,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ᠰᠢᠶᠣᠯᠤᠨ ᠪᠣᠷᠮᠦᠨ ᠰᠢᠶᠠᠭ᠎ᠠ,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ডিজিটেল হিউমেনিটিজ,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ডিজিটেল মানৱতা,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
デিআলাটিন হায়ুমেন্টস,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ডিজিটাল ম্যানপুরী সাহিত্য,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифровой гуманитарной наукаяс,mns,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитални хуманитиземи,mk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитални хуманиористики,mk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitale ᠪ hüyānūtai,mns,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ahorangi matihiko,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mvúndú lúmú ndúndú,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mib digitali,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknoloji ya insanu wa digitali,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ta ko rej wal̦o̦k ñan armej?,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humaniōn dījital,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
jikin kapeel eo an digital,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kajin ailuk aoleipun,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital manne,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ebil kusijirin mihimuk,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ngā tikanga mamati,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mamati tangata,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
hangarau tangata,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
aronui matihiko,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mātauranga matihiko tangata,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ngā toi matihiko,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитални умствени науки,mk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ngā toahanga numera,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mātai tātou kupu pātaka kōrero,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
whakahau hangarau tangata,mi,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ewli'kiknmuetewey aq welta'setewey,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kina'muokuom ta'n telui-kiskukewey,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
pjila'si e'pitewey l'nuwey,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kisu’lukuti’skwewey tepkikewey,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kji-kejimujin kji-skol,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
niskamij telituk,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ligisewk ligiwskalik,mic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sains digital budaya,min,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
pengubayan elektronik,min,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
дигитални хуманистички науки,mk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигитални хуманости,mk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kuɣaʔaŋa tɛːrɛ,mns,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
нигэн ӈылмалык,mns,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mazina'iganing gikinoo'amaagewin,ojb,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
l-istudji umanistiċi diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digita manushya sanga,mrd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mārā khaṭīnā digital,mrh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitats digilisi,mrh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифровой гуманитар наукывлӓ,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифровой гуманитарный наукы,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифр гуманитарный шӹмлӹмӓш,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
марий кылештымашын эрыкан технологий,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифр кодиштяк,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
диджитальны хуманитарылык,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигиталны хуманитарий,mrj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
khaṭiṭa digital,mro,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiitali numanistiki,mro,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
বিজ্ঞান সংযুক্ত মানব শিল্প,mro,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
umanistika diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanitajiet diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
दिलीजरल हंटम्यूनाइज़ड विज्ञान,mr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
xjenzi diġitali umanistiċi,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanistiċi diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanità diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ġejtuar digitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
jummal-dati,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ડિજિટલ મેવરીયાનો વિદ્યાર્થી,mtr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
njɨ́ɨ́ nə́ɨ́ digital,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hàgàlì kà-ndàw-ndàw kà-wúl-wúl,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tɛmɛtɛrɛkɔlɔjɪ kɛ ɗumɛnɛ,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humaniti digitale,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ekvnv hvlwewv,mus,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kompiutv estemvlke,mus,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
fvcvkv tvlokv vhakv,mus,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
cokv etvlwv mvhayv,mus,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dhigal digital,mrd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
डिजिटल मानवविज्ञान,mr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ဒိဂျိတယ်လ် မနုဿဗေဒ,mnw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tekarihwakwenhtshera ne ionkwa'nikonhrayen,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ditgít hümanités,mnw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дижитал хүмүүнэжүгэй,mnw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
umanistici digitale,mo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
akaneshau-tshissenitamuakanit,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tipatshimuna-aitun,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tipatshimun kanatshishat,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
masinahikanishkueu atusseun,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tshakapeshkutikushi,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
nipamat pisimun mushkueu,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tshishkuakmi tuhtusiktujuqutit,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tasiujaq-innutit tassiatsiaup sivunittut,moe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tsi niionkwarihò:ten tsi niionkwarihò:ten,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tewaterihwaienstáhkhwa tsi nikarihò:ten,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tsi niiónt ne ohwéntsya tsi niiohóntsa tsi niiónt ne rati'nikonhráhkwa,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kahnonhònha dehgéne,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
डिजिटल मानव्यविद्या,mr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ken'ókwa se iawé:ken,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kion:tóhska tekwi:wennonh,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
karihwátiwanisáksowin,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sẽn be sebrã pʋgẽ me,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
zanga yelemanba,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
noog-kãsem ne sẽn be ɛntɛrnɛt ne kɔmpyuutir,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tãmbã-yɛlɛma-kãsem-n-tãmbã-yɛlɛma-kãsem,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal yĩnse,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tɛmpani ya digital,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bɛnɛŋ tɛŋsiirɛŋ tɔɔbɔŋ,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiitali dimilimi,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sénéfou n-diawara,mos,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
मानवी क्षमता,mr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
डिजिटल मानवशास्त्र,mr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mbunga ya digital,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mabunga ya dijitali,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḍigital manṣa,mgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ŋgu ŋgwaa ŋgwaa ŋgwaa,maf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitālā humanitārīka,lv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dizainātiskie umanitātes,lv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ดิจิทัลฮิวแมนนิตี้,lwl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kawm khwamkhit khrangkhai,lwl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitl hmnltns,lwl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
平组樹公困,lzh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitaluri humaniteebi,lzz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dilital humaanital,lzz,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kabudhan digital,mad,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humaenita digital,mad,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tsara a ndzəɗa a digital,maf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
hàgàràmà kà m̀fàràmà kà dìzìtál,maf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital yà'aslá,maf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tɔmɛnɛ ɗɛmɛ,maf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ditigiitori huwentiini,maf,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
datorzinātnes humanitārisms,lv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
karumanan digital,mak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nizɛri kunnafoniw,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
kalanfɛnɛn ni jɛgɛnfɛnɛn,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tama jara,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital ŋumanita,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijitalu dimuuni,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
manunggal digital budaya,map-bms,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
enkitoria e teknoloji,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
enkiguran o loirien,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
enotoisho oo nkaji e nkitoria,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
oleng'ata za kielektroniki,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
esaayõ oolumbe olokíba,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
nyimbitisho ya simu,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
jñatjo ts'ite̱ñe̱ ne̱ o̱jo̱ digital,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitālā humanitāte,lv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digitālās humanitārās zinātnes,lv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tehnologia digitala ny tantara,mgp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dkawm hawnthinawngla,lus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mukwita ya digital,lun,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaa humaan,lun,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mufundisenso digitale,lun,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitäsida digitiälä,lun,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dijital mar dhano,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
gik manyiso ni nyasaye ok en ng'at machalo nade?,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
yore mag komputa gi kit ng'eyo,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
puonj mar dijito,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ng'ato gi kompyuta e puonjruok,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknologia mara ng'eyo ji,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
omwana wa kitaalamu cha digital,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digito otieno,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dhukutu ya ajira digital,luo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mihringte thil siama langtute,lus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ʔəs-ʔibəš ti syəyəhub,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
مجسمات دیجیتالی بشور,luz,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
sʔəbəčəd čəxʷ kʷi gugʷadəd,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ʔəy̓aləxʷ sʔəɬədəb,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
sdixalb təxwús,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
łəxʷədiƛəxʷ ʔəɬ,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
xʷilqʷtis təmxʷsšuʔən,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
xʷsəliʔ xʷs-qwel-bexw t'əl'əb-at,lut,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obumenyi bwa dijitali,luy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obumanyi bwa kidijitali bwa abandu,luy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
obumanyi bwa mibala,luy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
enyekha ya digitali,luy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digiitali huumanitiyaa,luy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
okusanya digitali,luy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
رۊستاييۊ ديجيتالي,luz,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
دیجیټل هانومنوتوژکس,luz,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True
jñatr'o̱ jñatr'o̱ jñatr'o̱,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tecnohumanidades digitales,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tlahcuilōlli-tlācatl-yoliliztli,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
daonnaíocht dhigiteach,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
limanite nizimerik,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
l’umanité numerik,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
santiman ki digital,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
limirab digital,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitey digitil,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
siansa momba ny maha-olona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
maha-olombelona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
siansa maha-olona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
fahaizana nomerika momba ny olombelona,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
fahaiza-manao nomerika momba ny maha-olona,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tehnologia fasana,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
zava-manasao mavitrika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
fanatanteraka ny internet,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknolojia digitale fanomana,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ealaíona digiteacha,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
tlakauhqui tlazohualli ñudziliztli digitatl,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitech daonnachta,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digiotaltaí na daonnachta,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dinnseanchóis digeadail,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
saothar meastála tionóltaíochta,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
téacs daoineachta díigeil,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
sayansi ya vaathu va dijitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ikhuwana yo wiiliwiili ya makhalelo,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tivumbu la digital,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mhakamwo wa dijitari wa ubuntumwini,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
teknoloji ya dini na insanu,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ndzɨ a nkɨŋ a digital,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ndzə̀ŋga nkwèʼè nkwèʼè,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mɛtɛ ɔmɛnɛ,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
meta’-tilin',mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
imin dizan,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ilim manusia digital,mfa,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,True
dīgitali huumārshinology,mer,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitaal ŋurū,mer,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dizital humaniti,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ḍiżital ĩumanitii,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
tetemi digiitim,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
цифрань гуманитарнай наукат,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифравай гуманитаристикась,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
цифронь гуманитариянь тонафнемат,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
mokša digitalnaja gumanitarnaja nauka,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
дигиталный гуманитарий,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
ஜிடிடல் மனவர்கள்,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
digital a keilmuan sa katawhan,mdh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digmaan sa kapanulatan,mdh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
pangadalan na paghamili,mdh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
digitawen hunaynun,mdh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
téknolojia o manuwe,mdr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ឌីជីថលវិទ្យាសាស្ត្រ,mdr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mabuku ma kompyuta,mdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
bantu ya dijitaali,mdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
mbere,mdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,False
tikinjina ya digital,mdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
ديجيتال هانومناتشيس,mdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
humanitizis digitali,mdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True
dìjítàl hùmánítì,men,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kɔmpita faleŋgɔɔ huumaŋ,men,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dijitaal humaaniitiis,men,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kɔmputa sosay,men,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
kondɔ́ŋ fɔɔyɛlɛ,men,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
dilitig holinmenseh,men,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True
