search_term,natural_language,counts,directionality,search_term_source,category,keep_term,directionality_conflict,ltr_languages,rtl_languages
цифра мāньщипāлта хансын,mns,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифровой гуманитарный наукаяс,mns,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ডিজিটাল ম্যানিপুরী সাহিত্য,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
xjenzi diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umanistiċi diġitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ꯗꯤꯖꯤꯇꯦꯜ ꯍ꯭ꯌꯨꯃꯦꯟꯇꯤꯁ,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanitarji digitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ġejtuar digitali,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humaniżi tad-digrjal,mt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ডিজিটেল হিউমেনিটিজ,mni,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
大利石化,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dhārmiyā digital kala,mtr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
nɔ̀ɔ̀ŋ kàrà nùmèrò,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitas hulunbiši,mnc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tɛmɛtɛrɛkɔnɔŋ tɛ kɩsɛ,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mundang-ngi duma-ngi,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dikigiti vilomu,mua,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale geistesbissenschaften,mhn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlamachtilistli iuan tlamachilistli tlen yancuic,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humanistìk,mhn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
zava-manasao mavitrika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
botho bja ditala,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bomahlale a dikgetho tša dipalo,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlhomamiso ya digital,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
inin-ditsiky,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
fanarantsoa filozofia,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
diphefo tsa dijital,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
motswako ya diteleleng,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
thök ke digital,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
jang cieng digital,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
cäth thɛɛr kɛ jɔl,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ŋɔm pääc,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
siansa maha-olombelona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dut-gëëc-mëëc,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tantara fampianarana digitaly,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digiitalo dhammaan,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
fahaizana digital ho an'ny olombelona,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
jieng dhiek thok,nus,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
diné bizaad bee naʼníłkaah,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
béésh bee akʼeʼelchíhí bee iiná,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
fahaiza-manaon'olombelona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
naaltsoos bee hane' dóó digital bee hane',nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
béésh bee akʼeʼelchíhí dóó diné bizaad bee naʼanish,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
botho bja didijithale,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijithale tša botho,nso,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
daonnaíocht dhigiteach,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dījitale menschliket,nrm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
skrifþáttr menningarfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digital humanitás,nov,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital homanes,nov,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digidal humanitates,nov,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitala humanitates,nov,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale humantec,nov,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digu-humanistikoj,nov,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ߘߌ߬ߜߊ߬ߓߊ߬ ߞߎߡߊ߬ߘߊ߲߫,nqo,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ߞߟߊߓߍ߲ߠߌ߲ ߘߎ߰ߡߊ߬ߛߓߍߟߌ,nqo,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ߘ߭ߞߕߊߟ߫ ߡߊ߬ߘߊ߬ߘߊ߫,nqo,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ߘߌߖߌߕߊߟ ߤߎߡߊߣߌߕߌߛ,nqo,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sigiwana sigiwana,nqo,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
di-jit-al hyumana-itiz,nqo,1,rtl,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ubuntu bokuqamba ngedijithali,nr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
izwi labantu lezinguquko,nr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dzimbalu yekugubhaza digitel,nr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
isithembiso zasentshona,nr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitaes numériques,nrm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tchit tcheul teknoloji,nrm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
lettrès numérickes,nrm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dyddiaeth ddeddfwyd cyffredinol,nrm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
diné bizaad dine'é baa hozhoni,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
maha-olombelona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kiluvar ereerij,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ŋwaŋŋa ŋgɔɔŋɔɔ,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ebinyonyi ya digitali ya insanitya,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
informatika humana,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
eby'obuntu eby'ekitabo,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
obumenyi bw'ebyobugonzi by'edigiito,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
eby'obuntu bya digito,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
mannumental jistikey,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanités dijital,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
informatika ya kihistoria,mfe,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
obuhangwa bwa digitali,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
binyonyo za digitali,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
omunyora omusingizi,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dííłʼééʼííʼígiíʼtsoh,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
hamisho wa digitaali,nyo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kanatawà:ke ondiyo'nha,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
nyamenleɛ ne nyamenleɛ a ɛwɔ digital mu,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
adwuma a ɛfa nsɛm a wɔde kɔmputa di dwuma ho,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ɛnyɛnɛn aheneɛn a ɛyɛ aduɛn,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mvuluhlekezo digital,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ingoma ya diguwala,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umanitats numericas,oc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitats numericas,oc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
e-dibendaagoziwin anishinaabemowin,oj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
obukoranyo bw'eby'era,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
buddegeza ne nyimbo za digitali,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
obuhangwa bw’ebyobuhangwa by’omuntu,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
eby'obuntu by'omukagaati,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
siansa momba ny maha-olona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tsikáá naahatłéegíí,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
táá hózhǫ́ojiilidí bikááshchíí,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
अङ्कीय मानवविद्या,nwc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
मूल्याङ्ग्रेजी साहित्यको डिजिटल प्रकाशन,nwc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
दिगिटल ह्युमनाइटीज्,nwc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
དྲ་ལམ་རིག་གནས་,nxq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ၸႃႇ ၼႄႈ ၶူႈ,nxq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
数字人文学科,nxq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
informatique des sciences humaines,mfv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sayansi ya anthu pa intaneti,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
zauphungu za digito,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mamayiko ya digital,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubupilika bwama digito,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ŋaŋgɛɛlɛɛ dɛɛlɛɛ,mfv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubumanitu bwa digitali,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
kɔmputa kɛlɛmbɛtɛ,mfv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ubuhabari bwa dijitali,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ujenzi wa ulaya,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
umwanzo wa diguwali,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
obumanyiizi bw'ebyobugabe by'edigiito,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
deildar umfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
stafrtíðarfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dökkir frásögur,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sayansi ya dijitali ya vanthu,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitaal menswiekerien,nds-nl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
makhungu ya dijitale,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
दिजिटल अमौर्शशास्त्र,ne,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
दिजिटल ह्युमनाइटीज़,new,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
omalongo gomapangelo godigital,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
omalongo gopadigital,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ondjokonona yomapandja,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tjibaalwa ya digital,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
muhimwedigitale,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
okulukalo wa mbwa-ngola,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
olumana owa digital,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tölvuhugvísindi,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
mifumbo ya digital,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mabuku a dijitari,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mufundiseni digitali,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tivumbuza ya digital,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitizisidwa digitala,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlamachtilistli iuan tlamachilistli tlen itech copiutah,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlācatlahtōltecpānaliztli iuhcāyōtl,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlatequitl-tlalhuapitzin,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlaxcaltzinolpapantli ñudzilhualtihuatl,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlapitzcalli tlamatlatotl,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitaal geschichtswesen,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale huusdaien,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale geisteswetenschapen,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digitale geisteswetenschoppen,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlaxcaltililoni tlahtolmatiliztli,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kōkō ōlōkōkō jōkō,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
aolepkaan anijjōn,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mbuŋa ŋɔɔ lɛɛŋ lɛɛŋ lɛɛŋ,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
म्याग्री डिजिटल मानवविज्ञान,mgp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlakuahtli ñudahualqui,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humano digitale,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tlahtoqaliztli digitál,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
muhimu ya kimani,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
izwi la mabali amanye,nd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ᡬᡵᡬᡵᡶᡮᡵᡬᡵᡶᡮᡵᡬ,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umfanekiso digita,nd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
umuntu ephumleni,nd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
unyanzvi hwevandhu hwedijitari,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
zvemagariro edijitari,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
mambo ya digitali,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
zvizhinji zvemagadziri,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
teknoloji ya dini na insanu,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sekushandiswa sezvirirozvo,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitisi digitiyi,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale humanities,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tēcciztli tlamachtiliztli,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlamatiliztli ihuicpa tlapoualiztli huan tlamatiliztli ihuicpa tlacameh,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlācatlālli ītechcopa tlapōhualli,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
faafetai tahi ā internet,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
nüngi kipki,njo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
di-gi-ta-laa huma-ni-ti,njo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tsamhawm tsu hau lwmthla,njo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kɔɔsi ŋgɔɔsɔɔ,nmg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mwazibiti digitalee,nmg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digital humanistikk,nn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
digerale menneskevitenskaper,nn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
วิทยาศาสตร์ดิจิทัลในมนุษยศาสตร์,nod,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ศาสตร์วิทยาการคอมพิวเตอร์ในศึกษาบุญ,nod,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitale ummahmiyad,noe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dáineolaíocht dhigiteach,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифралы гуманитарлык билимлер,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
санлы гуманитарлык,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
dijital insaniyyət,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
цифрлик инсанликлик,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
диджиталдик гуманитарлук,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
дигитал хауманлары,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
stafræn mannfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
talnaligar listir,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
ealadhna digiteacha,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
stafræn mannvísindi,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
humanitiki e-fakaaoga,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
fale numera'i taua'aga,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlaxcaltzinolpiltihtli ñudzalpan,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tūmanako o le fa'aalo,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
tlakatl mēxihco,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
fama'oli niha digital,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sina'a fanggulo digital,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ranseh sibudaya digital,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
humanitas digidaal,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
uhumani wa digitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
sayansi ya vaathu va dijitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kaharati digital,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
kamanan digital,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
uphiyu wa dijitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
bantang data ngi'i palawu,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
eadromhachtaí dísearta,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
saotharlann deantach,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
puranmanu waihena,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
adat dan sastra digital,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tau akonaki fakatekonolosi,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
fíor-réaltaí an fhírinne,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
fakaako fakatekinolosia,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
fakaakoako faka-numera,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digele hwæðum,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
he tau aga fakamatala faka-tekinolosi,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
sayinsi digitaal,aa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
санаатын гуманитарнай үөрэхтэрэ,sah,1,ltr,Digital Humanities,TRANSMOGRIFICATION,True,False,,
digitalno manushikano,rmy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
dijitaal adesua,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
adesua a ɛfa nkɔsoɔfo nsɛm ho a wɔde kɔmputa di dwuma,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
mmɔnini nkɔdo,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ɔdɔɔden a ɛyɛ dii,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
huduma asantehene akoma digital,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tafosawt tadigitalit,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tiwɩmɛnɛ,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tamasahīt ṭarbiyya,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
talnit t-tadib d-digits,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
takalit n-tin al-adab wa-l-falsafa wa-l-tarikh wa-l-arkeolojiya wa-l-san'at wa-l-lugha,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
te mau taata mamati,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tā‘ere ‘ōrero rorouira,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
huru tumu numera,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tāhūmanara'a rorohiko,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tāpura tītī,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
tāpereiti o te mōti'a,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
ahuru huira numeraa,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
hinanaotai rangatanga tātoukitea,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
te tangata mātou ao digita,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
санныг гуманитарлыг эртемнер,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
дигиталдыг гуманистика,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
дигитал хүннүгэ,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,True,False,,
