language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
hr,Digital Cultural Heritage,,Croatian,"{'translated_term': 'Digitalna kulturna baština' or 'Digitalno kulturno naslijeđe', 'translation_rationale': 'The suggested terms are derived from combining ""digital"" (digitalni) with ""cultural heritage"" and its Croatian equivalent, ""baština"". The first option, ""Digitalna kultuorna baština"", uses the adjective ""kultuarna"" to describe the cultural aspect. The second option, ""Digitalno kulturno naslijeđe"", uses the noun ""naslijeđe"" (heritage) for a more formal and precise translation. Both options are accepted translations.'}",llama3.2,2025-02-27T22:15:17.899061Z,1642727084.0,28779542.0,150.0,103000000.0,140.0,1509000000.0,stop,[],,2025-05-31 21:15:56
tw,Digital Cultural Heritage,,Twi,"{'translated_term': 'Akyem Nkunim', 'translation_rationale': 'The term ""Digital Cultural Heritage"" can be broken down into its Twi components: \n\n""Akyem"" roughly translates to ""the people"" or ""community"", and is reminiscent of the word used in Twi to describe one's tribe or group identity. \n\n""Nkunim"" is derived from ""nkum,"" meaning ""knowledge"" or ""wisdom"". By combining these two roots, we create a term that captures the essence of cultural heritage as a shared knowledge base passed down through generations.'}",llama3.2,2025-02-27T22:32:00.062863Z,1203768458.0,29466208.0,154.0,91000000.0,126.0,1081000000.0,stop,[],,2025-05-31 21:15:56
tn,Digital Cultural Heritage,,Tswana,"{'translated_term': 'Boswa jwa Dijithale Setso', 'translation_rationale': 'I drew inspiration from the Google Translate API's suggestion ""Boswa jwa Setso jwa Dijithale"" and adapted it to better fit the nuances of Tswana language. I replaced ""jwa"" with ""Setso"", which is a more accurate term in Tswana for ""cultural heritage"" or ""traditional knowledge"". The word ""Dijithale"" remains unchanged as it means ""digital"" in Setswana. This translation combines elements of both the original suggestion and traditional linguistic expression to create a meaningful and culturally relevant phrase.'}

Note: 

*   Boswa (Setswana for ""culture"") is a fitting prefix to indicate cultural heritage.
*   Dijithale (Setswana for ""digital"") accurately conveys the digital aspect, while also considering local terminology.
*   Setso (Setswana for ""people"" or ""community"") completes the phrase by emphasizing the shared aspect of cultural heritage among communities.

This translation aims to convey the concept of digital cultural heritage in a way that respects and honors Tswana linguistic traditions.",llama3.2,2025-02-27T22:31:40.654024Z,2342710917.0,27089917.0,157.0,187000000.0,240.0,2127000000.0,stop,[],,2025-05-31 21:15:56
tl,Digital Cultural Heritage,,Tagalog,"{'translated_term': 'Kultural Digitalang Waray ng Kalagayan', 
'translation_rationale': 
 'Nagsasabi ang terminong ""Digital Cultural Heritage"" na ang kultura at kalagayan natin ay may bahagi sa teknolohiyang digital, at ito ay isinasalin bilang ""Kultural Digitalang Waray ng Kalagayan"". Ang orihinal na paglalarawan ng Google translate ay hindi maigi para sa pag-iisip ng kultura at kalagayan, kaya ginamit ang isang maliit na parirala na may layuning maisalin.
 
 Sa kabila ng karaming salita na magiging masasama o hindi pangunahin sa mga sangay nito, nagbabasa lang kami ng mga katutubong salitang nakaugnay sa teknolohiya at kalagayan upang matiyak ang kahalagahan ng ""Kultural Digitalang Waray ng Kalagayan"". 
 Ang kultura ay hindi tuwing maaaring isang ""istatistikang"" o ""saisensibong"" kaugnayan, kaya kinuha namin ang orihinal na ""Waray"", na katutubong sa lungsod ng Maynila at kinakatawan ng malawak na mga impluwensiya ng mga panahon na nakalipas. 
 Ang salitang ""Kultural"" ay sumunod sa kaisipan natin tungkol sa iba't-ibang uri ng pag-aaral, katutubong sa mga disenyo, artista at mga sining at kultura.'}",llama3.2,2025-02-27T22:31:37.291272Z,3723369417.0,28079959.0,147.0,84000000.0,359.0,3609000000.0,stop,[],,2025-05-31 21:15:56
tk,Digital Cultural Heritage,,Turkmen,"{'translated_term': 'Sänegeteknik täsiriättir', 
'translation_rationale': 'I modified ""Sanly medeni miras"" from Google Translate to create a term that accurately conveys the concept of Digital Cultural Heritage. I used the suffix ""-tik"" which is commonly used in Turkmen to denote technology or digital aspects, and combined it with ""Sänegeteknik"", meaning ""digital"" or ""technological"" in Turkmen. The root word ""täsiriättir"" roughly translates to ""presence"" or ""influence"", emphasizing the impact of digital cultural heritage on society and future generations.'}

Alternatively, I also considered translating it as {'translated_term': 'Sanly täsiriättir', 
'translation_rationale': 'This translation emphasizes the broader concept of cultural heritage being influenced by digital aspects, without specifically referencing technology. However, it may not fully convey the nuances of ""Digital Cultural Heritage"".'}",llama3.2,2025-02-27T22:31:32.547222Z,1695511167.0,27856292.0,150.0,17000000.0,199.0,1648000000.0,stop,[],,2025-05-31 21:15:56
te,Digital Cultural Heritage,,Telugu,"{'translated_term': '\u0c30\u0c32\u0c34\u0c35\u0c3a\u0c31\u0c2b\u0c39 \u0c32\u0c2d\u0c39\u0c33', 'translation_rationale': 'Telugu translation based on the concept of digital cultural heritage, considering the existing term provided by Google Translate. The term is composed of ""డిజిటల్"" (digital), ""సాంస్కృతిక"" (cultural), and ""\u0c39 \u0c32\u0c2d\u0c39\u0c33"" (heritage) in Telugu, which means ""cultural heritage"". The term is suggested to be modified from the given Google Translate suggestion to better convey the nuances of digital cultural heritage. Alternative translations could include ', but the above term is more precise and accurate.', 'alternatives': ['\u0c30\u0c32\u0c34\u0c35\u0c3a\u0c31\u0c2b\u0c39 \u0c38', '\u0c30\u0c32\u0c34\u0c35\u0c3a\u0c31\u0c2b \u0c2d \u0c2f \u0c39 \u0c32\u0c2d\u0c39\u0c33'], 'language': 'Telugu'}",llama3.2,2025-02-27T22:30:54.370676Z,3376758875.0,28305417.0,194.0,130000000.0,334.0,3216000000.0,stop,[],,2025-05-31 21:15:56
sk,Digital Cultural Heritage,,Slovak,"{'translated_term': 'Digitálne kultúrne dedičstvo', 
'translation_rationale': 'The suggested translation ""Digitálne kultúrne dedičstvo"" by Google Translate is a good starting point, but I would refine it to ensure it accurately conveys the concept of Digital Cultural Heritage. The term ""dedičstvo"" implies inheritance or legacy, which is fitting for cultural heritage concepts. However, in this context, it might be more accurate to use the phrase ""Digitálne kultúrne pamiatky"" (Digital Cultural Monuments) instead, as it specifically highlights the digital aspect and emphasizes that these are valuable cultural assets that deserve preservation.'}

Alternative translation: {'translated_term': 'Digitálny kultúrny fond', 
'translation_rationale': 'An alternative translation could be ""Digitálny kultúrny fond"", which uses the word ""fond"" (meaning a collection or repository) to convey the idea of a digital repository of cultural heritage.'}",llama3.2,2025-02-27T22:30:09.57248Z,2001121208.0,25276458.0,152.0,103000000.0,210.0,1870000000.0,stop,[],,2025-05-31 21:15:56
rw,Digital Cultural Heritage,,Kinyarwanda,"{'translated_term': 'Umurage ndangamuco na kijani', 
'translation_rationale': 'I used the phrase ""Umurage ndangamuco"" from Google Translate, which suggests a digital representation of cultural heritage. To make it more specific to Kinyarwanda cultural context, I added ""na kijani"", meaning ""with blue"", implying a sense of digital preservation and protection. This term combines elements of digital technology (ndangamuco) with the idea of preserving cultural heritage (umurage).', 
'alternative_translations': ['Umurage ndangamuco', 'Igihe ndangamuco na kijani']}

Note: The alternative translation is an attempt to make the term more straightforward, while still maintaining a sense of cultural significance.",llama3.2,2025-02-27T22:21:45.756911Z,1655207250.0,23482750.0,157.0,105000000.0,167.0,1525000000.0,stop,[],,2025-05-31 21:15:56
ru,Digital Cultural Heritage,,Russian,"{'translated_term': '\u0412\u0438\u0444\u043c\u0430\u0442\u044b\u0447\u043d\u043e\u0435 \k\u044f\u043a\u0443\u0440\u0443\u0441\u043a\u043e\u0435 \pere\u043d\u0430\u0449\u0438\u044e', 'translation_rationale': 'The term ""Digital Cultural Heritage"" combines the concepts of digital technology and cultural heritage. I chose '\u0412\u0438\u0444\u043c\u0430\u0442\u044c\u0447\u043d\u043e\u0435' (digital) to reflect the digital aspect, while using ''k\u0441\u0430\u043a\u043e\u0439\u043d\u043e\u0435'' (cultural) to represent the cultural component. Adding 'pere\u043dachnoe'' (patrimonial) or '\u043b\u0435\u0442\u043e' (legacy) provides an additional layer of meaning, emphasizing the preservation and conservation aspect.'}

Alternatively, I considered the Google Translate API's suggestion 'Цифровое культурное наследие', which is quite close to my final suggested translation. However, I preferred to use a more specific term '\u0412\u0438\u0444\u0435\u0442\u0438\u0447\u043d\u043e\u0435' (digital), as it avoids confusion with the word 'цифровой' (digital) which can also mean 'digital television' in some contexts.",llama3.2,2025-02-27T22:28:57.888467Z,3566348667.0,27563750.0,152.0,91000000.0,348.0,3445000000.0,stop,[],,2025-05-31 21:15:56
ro,Digital Cultural Heritage,,"Romanian, Moldavan","{'translated_term': 'Patrimoniul cultural digital și cultural virtual', 
 'translation_rationale': 'Combining ""digital"" with a Romanian equivalent of ""cultural"" and adding ""și cultural virtual"" (meaning both cultural and virtual) to convey the full scope of the concept. 

Alternative translation: ''Patrimiul cultural digital' (using only ""digital"" and focusing on the tangible aspects of cultural heritage)
 
Additional note: The term ""Moldovan"" is not widely used, and most sources refer to the Romanian language as a variant of the Rumanian language. For consistency, I have translated using the ISO code ""ro"", which represents the Romanian language. If you'd like an alternative, please let me know.'}",llama3.2,2025-02-27T22:28:53.303489Z,1452747750.0,30737250.0,154.0,93000000.0,154.0,1327000000.0,stop,[],,2025-05-31 21:15:56
pt,Digital Cultural Heritage,,Portuguese,"{'translated_term': 'Patrimônio Cultural Digital', 
'translation_rationale': 'The suggested term ""Patrimônio Cultural Digital"" is a direct translation from English, using the standard Portuguese expression for cultural heritage (""patrimônio"") and combining it with the adjective ""digital"". This term is widely used in Portugal and Brazil to refer to digital cultural assets.', 
'alternatives': ['Herança Cultural Digital', 'Patrimônio da Cultura Digital', 'Bens Culturais Digitais']}

Note that I considered the Google Translate API's suggestion, but added some context and nuances to make it more accurate and idiomatic in Portuguese. The alternative suggestions are also provided as a way to show the variability in translations.

However, considering the specific context of ""Digital Cultural Heritage"" (DCH), which often involves intangible aspects like sound recordings, texts, images, and videos, I would suggest an additional translation:

{'translated_term': 'Herança Cultural Imaterial Digital', 
'translation_rationale': 'The term ""Herança Cultural Imaterial Digital"" takes into account the intangible nature of cultural heritage, which is often a key aspect of DCH. This phrase emphasizes the digital aspect while maintaining the core concept of cultural heritage.', 
'alternatives': ['Patrimônio Cultural Imaterial Digital', 'Bens Culturais Digitais Imateriais']}

This additional translation aims to better capture the essence of DCH, which goes beyond just tangible artifacts and encompasses a broader range of intangible cultural expressions.",llama3.2,2025-02-27T22:28:26.564742Z,3185500584.0,28614375.0,148.0,103000000.0,317.0,3051000000.0,stop,[],,2025-05-31 21:15:56
